,date,equity,water_mark,pnl,max_gain
44,2019-10-24,69686.98858642577,70000.0,-313.0114135742333,0.0
45,2019-10-25,69863.20692443848,70000.0,-136.79307556152344,0.0
46,2019-10-28,69914.83374023438,70000.0,-85.166259765625,0.0
47,2019-10-29,69826.03617858888,70000.0,-173.96382141111826,0.0
48,2019-10-30,69827.8716583252,70000.0,-172.1283416748047,0.0
49,2019-10-31,69782.44020080566,70000.0,-217.55979919433594,0.0
50,2019-11-01,69818.46438598633,70000.0,-181.53561401367188,0.0
51,2019-11-04,69999.96034240723,70000.0,-0.0396575927734375,0.0
52,2019-11-05,69979.53913879395,70000.0,-20.460861206054688,0.0
53,2019-11-06,69934.10768127441,70000.0,-65.89231872558594,0.0
54,2019-11-07,69950.39888000487,70000.0,-49.60111999513174,0.0
55,2019-11-08,69937.54946899414,70000.0,-62.450531005859375,0.0
56,2019-11-11,69946.72756958008,70000.0,-53.272430419921875,0.0
57,2019-11-12,69979.53913879395,70000.0,-20.460861206054688,0.0
58,2019-11-13,69955.67649841309,70000.0,-44.32350158691406,0.0
59,2019-11-14,69983.66949462889,70000.0,-16.330505371108302,0.0
60,2019-11-15,69855.17643737793,70000.0,-144.8235626220703,0.0
61,2019-11-18,70040.80274963379,70040.80274963379,40.80274963378906,40.80274963378906
62,2019-11-19,69942.36804199219,70040.80274963379,-57.6319580078125,40.80274963378906
63,2019-11-20,70015.56297302246,70040.80274963379,15.562973022460938,40.80274963378906
64,2019-11-21,69992.61772155763,70040.80274963379,-7.382278442368261,40.80274963378906
65,2019-11-22,70008.90927124022,70040.80274963379,8.909271240219823,40.80274963378906
66,2019-11-25,70245.70335388184,70245.70335388184,245.70335388183594,245.70335388183594
67,2019-11-26,70149.10412597656,70245.70335388184,149.1041259765625,245.70335388183594
68,2019-11-27,70181.25134277344,70245.70335388184,181.2513427734375,245.70335388183594
69,2019-11-29,70146.80819702147,70245.70335388184,146.80819702146982,245.70335388183594
70,2019-12-02,69974.8212890625,70245.70335388184,-25.1787109375,245.70335388183594
71,2019-12-03,69938.3120880127,70245.70335388184,-61.68791198730469,245.70335388183594
72,2019-12-04,69978.72492980957,70245.70335388184,-21.275070190429688,245.70335388183594
73,2019-12-05,69963.11071777344,70245.70335388184,-36.8892822265625,245.70335388183594
74,2019-12-06,70041.87104797362,70245.70335388184,41.87104797361826,245.70335388183594
75,2019-12-09,70041.87104797362,70245.70335388184,41.87104797361826,245.70335388183594
76,2019-12-10,70083.43255615233,70245.70335388184,83.4325561523292,245.70335388183594
77,2019-12-11,70160.58517456055,70245.70335388184,160.58517456054688,245.70335388183594
78,2019-12-12,70315.12063598633,70315.12063598633,315.1206359863281,315.1206359863281
79,2019-12-13,70313.28305053711,70315.12063598633,313.2830505371094,315.1206359863281
80,2019-12-16,70339.91891479492,70339.91891479492,339.9189147949219,339.9189147949219
81,2019-12-17,70412.01957702638,70412.01957702638,412.01957702638174,412.01957702638174
82,2019-12-18,70440.03363037111,70440.03363037111,440.0336303711083,440.0336303711083
83,2019-12-19,70576.65859985353,70576.65859985353,576.6585998535302,576.6585998535302
84,2019-12-20,70666.44023132324,70666.44023132324,666.4402313232422,666.4402313232422
85,2019-12-23,70653.81156921388,70666.44023132324,653.8115692138817,666.4402313232422
86,2019-12-24,70649.21900939941,70666.44023132324,649.2190093994141,666.4402313232422
87,2019-12-26,70662.30741882324,70666.44023132324,662.3074188232422,666.4402313232422
88,2019-12-27,70609.03463745117,70666.44023132324,609.0346374511719,666.4402313232422
89,2019-12-30,70504.55723571777,70666.44023132324,504.55723571777344,666.4402313232422
90,2019-12-31,70572.98483276367,70666.44023132324,572.9848327636719,666.4402313232422
91,2020-01-02,70678.83972167969,70678.83972167969,678.8397216796875,678.8397216796875
92,2020-01-03,70590.66580200195,70678.83972167969,590.6658020019531,678.8397216796875
93,2020-01-06,70613.3980255127,70678.83972167969,613.3980255126953,678.8397216796875
94,2020-01-07,70679.29876708983,70679.29876708983,679.2987670898292,679.2987670898292
95,2020-01-08,70689.63220214844,70689.63220214844,689.6322021484375,689.6322021484375
96,2020-01-09,70750.25216674805,70750.25216674805,750.2521667480469,750.2521667480469
97,2020-01-10,70780.10275268555,70780.10275268555,780.1027526855469,780.1027526855469
98,2020-01-13,70955.99224853517,70955.99224853517,955.9922485351708,955.9922485351708
99,2020-01-14,70848.07060241699,70955.99224853517,848.0706024169922,955.9922485351708
100,2020-01-15,70808.80502319336,70955.99224853517,808.8050231933594,955.9922485351708
101,2020-01-16,70885.95799255371,70955.99224853517,885.9579925537109,955.9922485351708
102,2020-01-17,70893.99514770508,70955.99224853517,893.9951477050781,955.9922485351708
103,2020-01-21,72322.27569198607,72322.27569198607,2322.2756919860694,2322.2756919860694
104,2020-01-22,72291.51362323762,72322.27569198607,2291.5136232376244,2322.2756919860694
105,2020-01-23,72420.11937141418,72420.11937141418,2420.1193714141846,2420.1193714141846
106,2020-01-24,72264.55918025969,72420.11937141418,2264.55918025969,2420.1193714141846
107,2020-01-27,71798.45911502838,72420.11937141418,1798.4591150283813,2420.1193714141846
108,2020-01-28,72103.98417329787,72420.11937141418,2103.9841732978675,2420.1193714141846
109,2020-01-29,72120.63648891449,72420.11937141418,2120.6364889144897,2420.1193714141846
110,2020-01-30,72069.50651550293,72420.11937141418,2069.5065155029297,2420.1193714141846
111,2020-01-31,72051.02129459381,72420.11937141418,2051.021294593811,2420.1193714141846
112,2020-02-03,72215.284075737,72420.11937141418,2215.2840757369995,2420.1193714141846
113,2020-02-04,72543.20617437363,72543.20617437363,2543.2061743736267,2543.2061743736267
114,2020-02-05,72274.76864862442,72543.20617437363,2274.76864862442,2543.2061743736267
115,2020-02-06,72293.22677946089,72543.20617437363,2293.2267794608924,2543.2061743736267
116,2020-02-07,72282.36733579637,72543.20617437363,2282.3673357963708,2543.2061743736267
117,2020-02-10,72719.2164607048,72719.2164607048,2719.2164607048035,2719.2164607048035
118,2020-02-11,73162.50944638252,73162.50944638252,3162.5094463825226,3162.5094463825226
119,2020-02-12,73327.49375581741,73327.49375581741,3327.4937558174133,3327.4937558174133
120,2020-02-13,73131.59052920341,73327.49375581741,3131.590529203415,3327.4937558174133
121,2020-02-14,73485.53983330728,73485.53983330728,3485.539833307281,3485.539833307281
122,2020-02-18,73647.59330010414,73647.59330010414,3647.5933001041412,3647.5933001041412
123,2020-02-19,74146.71700811386,74146.71700811386,4146.717008113861,4146.717008113861
124,2020-02-20,73920.18396186829,74146.71700811386,3920.183961868286,4146.717008113861
125,2020-02-21,73476.04810333253,74146.71700811386,3476.048103332534,4146.717008113861
126,2020-02-24,72614.53630781174,74146.71700811386,2614.536307811737,4146.717008113861
127,2020-02-25,72256.54119825362,74146.71700811386,2256.541198253617,4146.717008113861
128,2020-02-26,72480.43861937523,74146.71700811386,2480.438619375229,4146.717008113861
129,2020-02-27,71735.1888320446,74146.71700811386,1735.1888320446014,4146.717008113861
130,2020-02-28,72112.47598099709,74146.71700811386,2112.4759809970856,4146.717008113861
131,2020-03-02,72498.2225663662,74146.71700811386,2498.2225663661957,4146.717008113861
132,2020-03-03,72065.85793685912,74146.71700811386,2065.8579368591163,4146.717008113861
133,2020-03-04,72712.65857720375,74146.71700811386,2712.6585772037506,4146.717008113861
134,2020-03-05,72273.38880777359,74146.71700811386,2273.38880777359,4146.717008113861
135,2020-03-06,71885.46421551704,74146.71700811386,1885.464215517044,4146.717008113861
136,2020-03-09,70876.00141644478,74146.71700811386,876.0014164447784,4146.717008113861
137,2020-03-10,71569.09299778937,74146.71700811386,1569.0929977893684,4146.717008113861
138,2020-03-11,70852.75650596619,74146.71700811386,852.7565059661865,4146.717008113861
139,2020-03-12,69462.92460775375,74146.71700811386,-537.0753922462463,4146.717008113861
140,2020-03-13,70499.15213036537,74146.71700811386,499.1521303653717,4146.717008113861
141,2020-03-16,68844.92538452147,74146.71700811386,-1155.0746154785302,4146.717008113861
142,2020-03-17,69650.31193113327,74146.71700811386,-349.68806886672974,4146.717008113861
143,2020-03-18,69075.67084372044,74146.71700811386,-924.3291562795639,4146.717008113861
144,2020-03-19,69424.22554039955,74146.71700811386,-575.7744596004486,4146.717008113861
145,2020-03-20,69178.80003643036,74146.71700811386,-821.1999635696411,4146.717008113861
146,2020-03-23,69788.38233935832,74146.71700811386,-211.61766064168478,4146.717008113861
147,2020-03-24,70907.13093328476,74146.71700811386,907.1309332847595,4146.717008113861
148,2020-03-25,70724.24661064148,74146.71700811386,724.2466106414795,4146.717008113861
149,2020-03-26,71208.49569046497,74146.71700811386,1208.4956904649734,4146.717008113861
150,2020-03-27,70927.87509870528,74146.71700811386,927.8750987052772,4146.717008113861
151,2020-03-30,71387.12434995174,74146.71700811386,1387.124349951744,4146.717008113861
152,2020-03-31,71336.73306071758,74146.71700811386,1336.7330607175827,4146.717008113861
153,2020-04-01,70607.39863312244,74146.71700811386,607.3986331224442,4146.717008113861
154,2020-04-02,71017.08874571322,74146.71700811386,1017.0887457132194,4146.717008113861
155,2020-04-03,70651.61865913866,74146.71700811386,651.618659138665,4146.717008113861
156,2020-04-06,71660.62557315826,74146.71700811386,1660.6255731582642,4146.717008113861
157,2020-04-07,71494.97242581844,74146.71700811386,1494.9724258184433,4146.717008113861
158,2020-04-08,71812.27192044258,74146.71700811386,1812.2719204425812,4146.717008113861
159,2020-04-09,71787.31872296332,74146.71700811386,1787.3187229633186,4146.717008113861
160,2020-04-13,72253.26171851157,74146.71700811386,2253.261718511567,4146.717008113861
161,2020-04-14,71741.6176500702,74146.71700811386,1741.6176500701986,4146.717008113861
162,2020-04-15,71696.2804460907,74146.71700811386,1696.2804460907064,4146.717008113861
163,2020-04-16,72107.2788765812,74146.71700811386,2107.2788765812,4146.717008113861
164,2020-04-17,72589.6396375084,74146.71700811386,2589.6396375084005,4146.717008113861
165,2020-04-20,72308.98948863984,74146.71700811386,2308.9894886398397,4146.717008113861
166,2020-04-21,71334.16349486352,74146.71700811386,1334.1634948635183,4146.717008113861
167,2020-04-22,72101.92906097411,74146.71700811386,2101.9290609741147,4146.717008113861
168,2020-04-23,72062.76031402589,74146.71700811386,2062.760314025887,4146.717008113861
169,2020-04-24,72173.55091957093,74146.71700811386,2173.550919570931,4146.717008113861
170,2020-04-27,72550.29583934785,74146.71700811386,2550.2958393478475,4146.717008113861
171,2020-04-28,72509.85642484666,74146.71700811386,2509.8564248466573,4146.717008113861
172,2020-04-29,73335.82659391404,74146.71700811386,3335.82659391404,4146.717008113861
173,2020-04-30,73276.00892118455,74146.71700811386,3276.008921184548,4146.717008113861
174,2020-05-01,72161.12650302888,74146.71700811386,2161.126503028878,4146.717008113861
175,2020-05-04,72496.58936218263,74146.71700811386,2496.5893621826253,4146.717008113861
176,2020-05-05,72480.38092760088,74146.71700811386,2480.3809276008833,4146.717008113861
177,2020-05-06,72587.35267309191,74146.71700811386,2587.352673091911,4146.717008113861
178,2020-05-07,72977.98692754746,74146.71700811386,2977.986927547463,4146.717008113861
179,2020-05-08,73512.84088186265,74146.71700811386,3512.8408818626485,4146.717008113861
180,2020-05-11,73727.11529306413,74146.71700811386,3727.1152930641256,4146.717008113861
181,2020-05-12,73106.02908042909,74146.71700811386,3106.0290804290853,4146.717008113861
182,2020-05-13,72862.56539491653,74146.71700811386,2862.565394916528,4146.717008113861
183,2020-05-14,73111.0290112877,74146.71700811386,3111.0290112876974,4146.717008113861
184,2020-05-15,73643.75666765214,74146.71700811386,3643.7566676521383,4146.717008113861
185,2020-05-18,74636.76404432298,74636.76404432298,4636.764044322976,4636.764044322976
186,2020-05-19,74605.06482366563,74636.76404432298,4605.064823665627,4636.764044322976
187,2020-05-20,74884.63361171723,74884.63361171723,4884.633611717232,4884.633611717232
188,2020-05-21,74677.38577178956,74884.63361171723,4677.385771789559,4884.633611717232
189,2020-05-22,74884.9374428177,74884.9374428177,4884.937442817696,4884.937442817696
190,2020-05-26,74967.16890148164,74967.16890148164,4967.168901481637,4967.168901481637
191,2020-05-27,74957.82597927094,74967.16890148164,4957.825979270943,4967.168901481637
192,2020-05-28,74823.12071422578,74967.16890148164,4823.120714225777,4967.168901481637
193,2020-05-29,75326.20222953797,75326.20222953797,5326.202229537972,5326.202229537972
194,2020-06-01,75856.00321296693,75856.00321296693,5856.003212966927,5856.003212966927
195,2020-06-02,76009.23963502885,76009.23963502885,6009.239635028847,6009.239635028847
196,2020-06-03,76412.80350641251,76412.80350641251,6412.803506412514,6412.803506412514
197,2020-06-04,76648.47417263032,76648.47417263032,6648.474172630318,6648.474172630318
198,2020-06-05,77730.74081138612,77730.74081138612,7730.740811386117,7730.740811386117
199,2020-06-08,78456.27345947266,78456.27345947266,8456.273459472664,8456.273459472664
200,2020-06-09,78435.35370639803,78456.27345947266,8435.353706398033,8456.273459472664
201,2020-06-10,78499.56630519868,78499.56630519868,8499.566305198678,8499.566305198678
202,2020-06-11,76329.46974948884,78499.56630519868,6329.469749488839,8499.566305198678
203,2020-06-12,77016.89102510452,78499.56630519868,7016.891025104516,8499.566305198678
204,2020-06-15,77408.29546693803,78499.56630519868,7408.295466938027,8499.566305198678
205,2020-06-16,77681.19139245988,78499.56630519868,7681.1913924598775,8499.566305198678
206,2020-06-17,77998.22713188172,78499.56630519868,7998.227131881722,8499.566305198678
207,2020-06-18,78011.01521448136,78499.56630519868,8011.015214481362,8499.566305198678
208,2020-06-19,77883.31740240098,78499.56630519868,7883.317402400979,8499.566305198678
209,2020-06-22,78302.33490280152,78499.56630519868,8302.334902801522,8499.566305198678
210,2020-06-23,78484.37716917039,78499.56630519868,8484.377169170388,8499.566305198678
211,2020-06-24,77555.32472852708,78499.56630519868,7555.324728527077,8499.566305198678
212,2020-06-25,78131.14590124131,78499.56630519868,8131.145901241311,8499.566305198678
213,2020-06-26,77350.86538223267,78499.56630519868,7350.865382232674,8499.566305198678
214,2020-06-29,77918.95402816772,78499.56630519868,7918.954028167718,8499.566305198678
215,2020-06-30,78259.96269802094,78499.56630519868,8259.962698020943,8499.566305198678
216,2020-07-01,78479.19809106828,78499.56630519868,8479.198091068276,8499.566305198678
217,2020-07-02,78650.28828195573,78650.28828195573,8650.288281955727,8650.288281955727
218,2020-07-06,79579.63902381898,79579.63902381898,9579.639023818978,9579.639023818978
219,2020-07-07,79359.8121848488,79579.63902381898,9359.812184848794,9579.639023818978
220,2020-07-08,80103.58864549638,80103.58864549638,10103.588645496377,10103.588645496377
221,2020-07-09,80391.68431190492,80391.68431190492,10391.684311904915,10391.684311904915
222,2020-07-10,80816.52112583161,80816.52112583161,10816.521125831612,10816.521125831612
223,2020-07-13,79902.14025310517,80816.52112583161,9902.140253105172,10816.521125831612
224,2020-07-14,80252.35118011474,80816.52112583161,10252.35118011474,10816.521125831612
225,2020-07-15,80530.12942747117,80816.52112583161,10530.129427471169,10816.521125831612
226,2020-07-16,80020.75657419206,80816.52112583161,10020.756574192055,10816.521125831612
227,2020-07-17,79871.66310552598,80816.52112583161,9871.663105525979,10816.521125831612
228,2020-07-20,80775.60238889695,80816.52112583161,10775.60238889695,10816.521125831612
229,2020-07-21,80506.32581285477,80816.52112583161,10506.325812854775,10816.521125831612
230,2020-07-22,80610.22475675584,80816.52112583161,10610.224756755837,10816.521125831612
231,2020-07-23,79630.31596044541,80816.52112583161,9630.315960445412,10816.521125831612
232,2020-07-24,79593.35552362443,80816.52112583161,9593.355523624428,10816.521125831612
233,2020-07-27,79925.57589487077,80816.52112583161,9925.575894870766,10816.521125831612
234,2020-07-28,79641.84172109606,80816.52112583161,9641.841721096062,10816.521125831612
235,2020-07-29,80083.51852849961,80816.52112583161,10083.518528499611,10816.521125831612
236,2020-07-30,80131.51773694993,80816.52112583161,10131.517736949929,10816.521125831612
237,2020-07-31,80112.40926698687,80816.52112583161,10112.40926698687,10816.521125831612
238,2020-08-03,80572.45152668,80816.52112583161,10572.45152668,10816.521125831612
239,2020-08-04,80913.08548168183,80913.08548168183,10913.085481681832,10913.085481681832
240,2020-08-05,81206.85359291077,81206.85359291077,11206.853592910775,11206.853592910775
241,2020-08-06,81169.57536224366,81206.85359291077,11169.57536224366,11206.853592910775
242,2020-08-07,80787.46526435853,81206.85359291077,10787.465264358529,11206.853592910775
243,2020-08-10,80936.63796190263,81206.85359291077,10936.637961902627,11206.853592910775
244,2020-08-11,80324.69308189393,81206.85359291077,10324.693081893929,11206.853592910775
245,2020-08-12,81094.6194248581,81206.85359291077,11094.619424858101,11206.853592910775
246,2020-08-13,81202.59691719056,81206.85359291077,11202.59691719056,11206.853592910775
247,2020-08-14,81308.38036445617,81308.38036445617,11308.38036445617,11308.38036445617
248,2020-08-17,82104.61751464845,82104.61751464845,12104.617514648446,12104.617514648446
249,2020-08-18,82317.2055406952,82317.2055406952,12317.205540695199,12317.205540695199
250,2020-08-19,82139.26967290879,82317.2055406952,12139.269672908791,12317.205540695199
251,2020-08-20,82313.47253421784,82317.2055406952,12313.472534217843,12317.205540695199
252,2020-08-21,82771.63407043456,82771.63407043456,12771.634070434564,12771.634070434564
253,2020-08-24,83094.26308111193,83094.26308111193,13094.26308111193,13094.26308111193
254,2020-08-25,83262.70466379166,83262.70466379166,13262.704663791665,13262.704663791665
255,2020-08-26,83819.74887231828,83819.74887231828,13819.748872318276,13819.748872318276
256,2020-08-27,83602.63725141526,83819.74887231828,13602.63725141526,13819.748872318276
257,2020-08-28,84193.25421670915,84193.25421670915,14193.254216709145,14193.254216709145
258,2020-08-31,84536.11370615006,84536.11370615006,14536.113706150063,14536.113706150063
259,2020-09-01,87392.66976264954,87392.66976264954,17392.669762649544,17392.669762649544
260,2020-09-02,87971.49098686219,87971.49098686219,17971.49098686219,17971.49098686219
261,2020-09-03,85529.48142055512,87971.49098686219,15529.481420555123,17971.49098686219
262,2020-09-04,85032.6027398491,87971.49098686219,15032.602739849099,17971.49098686219
263,2020-09-08,83120.29005102157,87971.49098686219,13120.29005102157,17971.49098686219
264,2020-09-09,84411.00583890916,87971.49098686219,14411.005838909157,17971.49098686219
265,2020-09-10,83649.29799036027,87971.49098686219,13649.297990360268,17971.49098686219
266,2020-09-11,83528.63214258195,87971.49098686219,13528.632142581948,17971.49098686219
267,2020-09-14,84770.59736494065,87971.49098686219,14770.597364940651,17971.49098686219
268,2020-09-15,85169.0764227295,87971.49098686219,15169.0764227295,17971.49098686219
269,2020-09-16,84636.33401874543,87971.49098686219,14636.33401874543,17971.49098686219
270,2020-09-17,84142.93722967149,87971.49098686219,14142.937229671486,17971.49098686219
271,2020-09-18,83505.3949823761,87971.49098686219,13505.394982376107,17971.49098686219
272,2020-09-21,83632.49450210572,87971.49098686219,13632.494502105721,17971.49098686219
273,2020-09-22,84222.0187592888,87971.49098686219,14222.018759288796,17971.49098686219
274,2020-09-23,82879.01200727464,87971.49098686219,12879.012007274636,17971.49098686219
275,2020-09-24,82914.7393842125,87971.49098686219,12914.739384212502,17971.49098686219
276,2020-09-25,84147.98540023805,87971.49098686219,14147.985400238045,17971.49098686219
277,2020-09-28,84910.56704238892,87971.49098686219,14910.567042388924,17971.49098686219
278,2020-09-29,84976.0700154686,87971.49098686219,14976.070015468606,17971.49098686219
279,2020-09-30,85433.57839159013,87971.49098686219,15433.578391590127,17971.49098686219
280,2020-10-01,85941.30683568955,87971.49098686219,15941.306835689553,17971.49098686219
281,2020-10-02,84942.86807731629,87971.49098686219,14942.868077316292,17971.49098686219
282,2020-10-05,86038.8843274498,87971.49098686219,16038.884327449807,17971.49098686219
283,2020-10-06,85574.4008570099,87971.49098686219,15574.400857009896,17971.49098686219
284,2020-10-07,86425.75156263352,87971.49098686219,16425.751562633523,17971.49098686219
285,2020-10-08,86554.92974666596,87971.49098686219,16554.929746665963,17971.49098686219
286,2020-10-09,86776.04459051133,87971.49098686219,16776.04459051133,17971.49098686219
287,2020-10-12,87860.85042432786,87971.49098686219,17860.85042432786,17971.49098686219
288,2020-10-13,87666.7034464264,87971.49098686219,17666.7034464264,17971.49098686219
289,2020-10-14,87438.4140720749,87971.49098686219,17438.4140720749,17971.49098686219
290,2020-10-15,87139.64986185075,87971.49098686219,17139.649861850747,17971.49098686219
291,2020-10-16,87070.26121171951,87971.49098686219,17070.26121171951,17971.49098686219
292,2020-10-19,86471.28174861908,87971.49098686219,16471.281748619076,17971.49098686219
293,2020-10-20,86857.06353744506,87971.49098686219,16857.063537445065,17971.49098686219
294,2020-10-21,86474.7615464592,87971.49098686219,16474.761546459195,17971.49098686219
295,2020-10-22,86459.71190341949,87971.49098686219,16459.71190341949,17971.49098686219
296,2020-10-23,86979.17751869201,87971.49098686219,16979.177518692013,17971.49098686219
297,2020-10-26,85920.01228937149,87971.49098686219,15920.012289371487,17971.49098686219
298,2020-10-27,86390.34318431854,87971.49098686219,16390.34318431854,17971.49098686219
299,2020-10-28,84691.18556818008,87971.49098686219,14691.18556818008,17971.49098686219
300,2020-10-29,85460.91340097427,87971.49098686219,15460.91340097427,17971.49098686219
301,2020-10-30,84099.02065404893,87971.49098686219,14099.02065404893,17971.49098686219
302,2020-11-02,84238.58089193344,87971.49098686219,14238.580891933438,17971.49098686219
303,2020-11-03,84995.63315328598,87971.49098686219,14995.633153285977,17971.49098686219
304,2020-11-04,86382.55328687667,87971.49098686219,16382.553286876675,17971.49098686219
305,2020-11-05,87333.12538179397,87971.49098686219,17333.125381793972,17971.49098686219
306,2020-11-06,87870.17597517013,87971.49098686219,17870.175975170132,17971.49098686219
307,2020-11-09,86989.98802074432,87971.49098686219,16989.98802074432,17971.49098686219
308,2020-11-10,85515.99398073196,87971.49098686219,15515.99398073196,17971.49098686219
309,2020-11-11,86457.81188997267,87971.49098686219,16457.81188997267,17971.49098686219
310,2020-11-12,86214.43593820572,87971.49098686219,16214.435938205716,17971.49098686219
311,2020-11-13,86441.17507680893,87971.49098686219,16441.175076808926,17971.49098686219
312,2020-11-16,87139.06409963607,87971.49098686219,17139.064099636074,17971.49098686219
313,2020-11-17,87272.78071102142,87971.49098686219,17272.78071102142,17971.49098686219
314,2020-11-18,87148.72284349441,87971.49098686219,17148.72284349441,17971.49098686219
315,2020-11-19,87405.24476942062,87971.49098686219,17405.24476942062,17971.49098686219
316,2020-11-20,87030.84952720643,87971.49098686219,17030.849527206432,17971.49098686219
317,2020-11-23,87442.53692707061,87971.49098686219,17442.536927070614,17971.49098686219
318,2020-11-24,87849.5444596672,87971.49098686219,17849.544459667202,17971.49098686219
319,2020-11-25,88438.03026708601,88438.03026708601,18438.03026708601,18438.03026708601
320,2020-11-27,88760.24212869644,88760.24212869644,18760.242128696438,18760.242128696438
321,2020-11-30,88410.6696341896,88760.24212869644,18410.669634189602,18760.242128696438
322,2020-12-01,88836.47149309158,88836.47149309158,18836.47149309158,18836.47149309158
323,2020-12-02,89237.5053113365,89237.5053113365,19237.5053113365,19237.5053113365
324,2020-12-03,89519.64578613281,89519.64578613281,19519.64578613281,19519.64578613281
325,2020-12-04,89559.46952995301,89559.46952995301,19559.469529953014,19559.469529953014
326,2020-12-07,89824.03155502319,89824.03155502319,19824.03155502319,19824.03155502319
327,2020-12-08,89713.75721534729,89824.03155502319,19713.757215347287,19824.03155502319
328,2020-12-09,88819.46065935135,89824.03155502319,18819.460659351345,19824.03155502319
329,2020-12-10,89556.68910249711,89824.03155502319,19556.689102497112,19824.03155502319
330,2020-12-11,89514.91259798051,89824.03155502319,19514.91259798051,19824.03155502319
331,2020-12-14,89920.45610364914,89920.45610364914,19920.456103649136,19920.456103649136
332,2020-12-15,89492.1230376625,89920.45610364914,19492.123037662503,19920.456103649136
333,2020-12-16,89623.04227146148,89920.45610364914,19623.042271461483,19920.456103649136
334,2020-12-17,89959.87899192811,89959.87899192811,19959.87899192811,19959.87899192811
335,2020-12-18,89898.97601779937,89959.87899192811,19898.976017799374,19959.87899192811
336,2020-12-21,89904.62872823715,89959.87899192811,19904.62872823715,19959.87899192811
337,2020-12-22,89714.43601402284,89959.87899192811,19714.43601402284,19959.87899192811
338,2020-12-23,89493.990929451,89959.87899192811,19493.990929451,19959.87899192811
339,2020-12-24,89027.42352136613,89959.87899192811,19027.42352136613,19959.87899192811
340,2020-12-28,89162.82335647583,89959.87899192811,19162.823356475827,19959.87899192811
341,2020-12-29,89463.5116709137,89959.87899192811,19463.511670913693,19959.87899192811
342,2020-12-30,89548.70639356613,89959.87899192811,19548.706393566128,19959.87899192811
343,2020-12-31,89203.21497663498,89959.87899192811,19203.214976634976,19959.87899192811
344,2021-01-04,88578.14921506881,89959.87899192811,18578.149215068814,19959.87899192811
345,2021-01-05,89406.70018228529,89959.87899192811,19406.70018228529,19959.87899192811
346,2021-01-06,88076.03950580598,89959.87899192811,18076.03950580598,19959.87899192811
347,2021-01-07,89700.31303676605,89959.87899192811,19700.31303676605,19959.87899192811
